id,plan,billing,model,model_display,vendor,label,price_usd,monthly_yi,real_usd_per_mtok,list_blended_usd_per_mtok,d,confidence,tier,source,note,arena_code__score,arena_code__variant,arena_agent_mode__score,arena_agent_mode__variant,aa_intelligence_index__score,aa_intelligence_index__variant,aa_coding_agent_index__score,aa_coding_agent_index__variant
command_code_goat::kimi-k2.7-code-highspeed,Command Code GOAT,subscription,kimi-k2.7-code-highspeed,kimi-k2.7-code-highspeed,Kimi,kimi-k2.7-code-highspeed · Command Code GOAT,10.0,0.455,0.21978,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.455亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；速度变体独立$20，不继承K2.7 Code的$60。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::grok-4.5,Command Code GOAT,subscription,grok-4.5,Grok 4.5,xAI,Grok 4.5 · Command Code GOAT,10.0,0.363,0.27548,0.3565,0.7727,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.363亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1556,grok-4.5,6.17,Grok 4.5,56,Grok 4.5 (high),64.09,Grok Build - Grok 4.5 (high)
command_code_goat::grok-4.6,Command Code GOAT,subscription,grok-4.6,Grok 4.6,xAI,Grok 4.6 · Command Code GOAT,10.0,0.363,0.27548,0.5515,0.4995,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.363亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1625,grok-4.6-high,5.33,Grok 4.6 (xHigh),61,Grok 4.6 (high),,
command_code_goat::gemini-3.7-flash,Command Code GOAT,subscription,gemini-3.7-flash,Gemini 3.7 Flash,Google,Gemini 3.7 Flash · Command Code GOAT,10.0,1.954,0.05118,0.1024,0.4999,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1.954亿：min(共享月池$70, 模型allowance $40) ÷ 统一标准负载加权价；官网三段价；New models 表写$40。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",1587,gemini-3.7-flash-high,0.84,Gemini 3.7 Flash (High),56,Gemini 3.7 Flash (high),,
command_code_goat::glm-5.2-fast,Command Code GOAT,subscription,glm-5.2-fast,glm-5.2-fast,Zhipu,glm-5.2-fast · Command Code GOAT,10.0,0.34,0.29412,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.34亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；速度变体独立$20，不继承GLM-5.2的$70。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::inkling,Command Code GOAT,subscription,inkling,inkling,other,inkling · Command Code GOAT,10.0,0.993,0.1007,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.993亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::inkling-small,Command Code GOAT,subscription,inkling-small,inkling-small,other,inkling-small · Command Code GOAT,10.0,1.779,0.05621,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1.779亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::step-3.7-flash,Command Code GOAT,subscription,step-3.7-flash,step-3.7-flash,other,step-3.7-flash · Command Code GOAT,10.0,4.226,0.02366,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增4.226亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::step-3.5-flash,Command Code GOAT,subscription,step-3.5-flash,step-3.5-flash,other,step-3.5-flash · Command Code GOAT,10.0,8.811,0.01135,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增8.811亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
command_code_goat::nemotron-3-ultra,Command Code GOAT,subscription,nemotron-3-ultra,nemotron-3-ultra,other,nemotron-3-ultra · Command Code GOAT,10.0,1.446,0.06916,,,high,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1.446亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,,,,,,,
ollama_pro::deepseek-v4-flash,Ollama Pro,subscription,deepseek-v4-flash,DeepSeek V4 Flash,DeepSeek,DeepSeek V4 Flash · Ollama Pro,20.0,43.274,0.00462,0.0277,0.1666,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增43.274亿：共享月池 $60 ÷ 统一标准负载加权价；Off-Peak；Peak=2×（12:00–18:00 UTC Mon–Fri），与项目/OpenCode DeepSeek 峰谷口径一致。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1580,deepseek-v4-flash-high,2.85,Deepseek V4 Flash (High) (20260731),52,DeepSeek V4 Flash 0731 (max),49.7576,Codex - DeepSeek V4 Flash 0731 (max)
ollama_pro::deepseek-v4-pro,Ollama Pro,subscription,deepseek-v4-pro,DeepSeek V4 Pro,DeepSeek,DeepSeek V4 Pro · Ollama Pro,20.0,14.094,0.01419,0.0851,0.1667,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增14.094亿：共享月池 $60 ÷ 统一标准负载加权价；Off-Peak；Peak=2×（12:00–18:00 UTC Mon–Fri），与项目/OpenCode DeepSeek 峰谷口径一致。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1582,deepseek-v4-pro-high-20260813,5.91,DeepSeek V4 Pro (High) (0813),53,DeepSeek V4 Pro 0813 (max),42.7797,Codex - DeepSeek V4 Pro 0813 (max)
ollama_pro::glm-5.3,Ollama Pro,subscription,glm-5.3,GLM 5.3,Zhipu,GLM 5.3 · Ollama Pro,20.0,2.007,0.09965,0.299,0.3333,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增2.007亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1609,glm-5.3-max,3.74,GLM 5.3 (Max),60,GLM-5.3 (max),,
ollama_pro::glm-5.3-flash,Ollama Pro,subscription,glm-5.3-flash,GLM 5.3 Flash,Zhipu,GLM 5.3 Flash · Ollama Pro,20.0,17.531,0.01141,0.0342,0.3334,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增17.531亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1605,glm-5.3-flash,4.03,GLM 5.3 Flash,57,GLM-5.3-Flash,,
ollama_pro::glm-5.2,Ollama Pro,subscription,glm-5.2,GLM 5.2,Zhipu,GLM 5.2 · Ollama Pro,20.0,2.007,0.09965,,,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增2.007亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,,,,,,,,
ollama_pro::glm-5.1,Ollama Pro,subscription,glm-5.1,GLM 5.1,Zhipu,GLM 5.1 · Ollama Pro,20.0,2.635,0.0759,,,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增2.635亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,,,,,,,,
ollama_pro::kimi-k3,Ollama Pro,subscription,kimi-k3,Kimi K3,Kimi,Kimi K3 · Ollama Pro,20.0,1.465,0.13652,0.4095,0.3334,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增1.465亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1674,kimi-k3-max,8.71,Kimi K3 (Max),60,Kimi K3 (max),62.6388,Kimi Code CLI - Kimi K3
ollama_pro::kimi-k2.7-code,Ollama Pro,subscription,kimi-k2.7-code,Kimi K2.7 Code,Kimi,Kimi K2.7 Code · Ollama Pro,20.0,2.731,0.07323,0.2197,0.3334,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增2.731亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1472,kimi-k2.7-code,1.24,Kimi K2.7 Code,43,Kimi K2.7 Code,,
ollama_pro::minimax-m3,Ollama Pro,subscription,minimax-m3,MiniMax M3,MiniMax,MiniMax M3 · Ollama Pro,20.0,4.338,0.0461,0.0691,0.6667,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增4.338亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价（Ollama 标价约为 OpenCode/Command 常见成交价 2×，用本渠道价表）。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1487,minimax-m3,-3.57,Minimax M3,45,MiniMax-M3,,
ollama_pro::minimax-m2.7,Ollama Pro,subscription,minimax-m2.7,MiniMax M2.7,MiniMax,MiniMax M2.7 · Ollama Pro,20.0,8.677,0.02305,0.0691,0.3333,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增8.677亿：共享月池 $60 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1398,minimax-m2.7,-10.6,Minimax M2.7,,,,
ollama_max::deepseek-v4-flash,Ollama Max,subscription,deepseek-v4-flash,DeepSeek V4 Flash,DeepSeek,DeepSeek V4 Flash · Ollama Max,100.0,216.372,0.00462,0.0277,0.1666,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增216.372亿：共享月池 $300 ÷ 统一标准负载加权价；Off-Peak；Peak=2×（12:00–18:00 UTC Mon–Fri），与项目/OpenCode DeepSeek 峰谷口径一致。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1580,deepseek-v4-flash-high,2.85,Deepseek V4 Flash (High) (20260731),52,DeepSeek V4 Flash 0731 (max),49.7576,Codex - DeepSeek V4 Flash 0731 (max)
ollama_max::deepseek-v4-pro,Ollama Max,subscription,deepseek-v4-pro,DeepSeek V4 Pro,DeepSeek,DeepSeek V4 Pro · Ollama Max,100.0,70.472,0.01419,0.0851,0.1667,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增70.472亿：共享月池 $300 ÷ 统一标准负载加权价；Off-Peak；Peak=2×（12:00–18:00 UTC Mon–Fri），与项目/OpenCode DeepSeek 峰谷口径一致。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1582,deepseek-v4-pro-high-20260813,5.91,DeepSeek V4 Pro (High) (0813),53,DeepSeek V4 Pro 0813 (max),42.7797,Codex - DeepSeek V4 Pro 0813 (max)
ollama_max::glm-5.3,Ollama Max,subscription,glm-5.3,GLM 5.3,Zhipu,GLM 5.3 · Ollama Max,100.0,10.033,0.09967,0.299,0.3333,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增10.033亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1609,glm-5.3-max,3.74,GLM 5.3 (Max),60,GLM-5.3 (max),,
ollama_max::glm-5.3-flash,Ollama Max,subscription,glm-5.3-flash,GLM 5.3 Flash,Zhipu,GLM 5.3 Flash · Ollama Max,100.0,87.655,0.01141,0.0342,0.3334,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增87.655亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1605,glm-5.3-flash,4.03,GLM 5.3 Flash,57,GLM-5.3-Flash,,
ollama_max::glm-5.2,Ollama Max,subscription,glm-5.2,GLM 5.2,Zhipu,GLM 5.2 · Ollama Max,100.0,10.033,0.09967,,,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增10.033亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,,,,,,,,
ollama_max::glm-5.1,Ollama Max,subscription,glm-5.1,GLM 5.1,Zhipu,GLM 5.1 · Ollama Max,100.0,13.175,0.0759,,,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增13.175亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,,,,,,,,
ollama_max::kimi-k3,Ollama Max,subscription,kimi-k3,Kimi K3,Kimi,Kimi K3 · Ollama Max,100.0,7.326,0.1365,0.4095,0.3333,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增7.326亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1674,kimi-k3-max,8.71,Kimi K3 (Max),60,Kimi K3 (max),62.6388,Kimi Code CLI - Kimi K3
ollama_max::kimi-k2.7-code,Ollama Max,subscription,kimi-k2.7-code,Kimi K2.7 Code,Kimi,Kimi K2.7 Code · Ollama Max,100.0,13.657,0.07322,0.2197,0.3333,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增13.657亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1472,kimi-k2.7-code,1.24,Kimi K2.7 Code,43,Kimi K2.7 Code,,
ollama_max::minimax-m3,Ollama Max,subscription,minimax-m3,MiniMax M3,MiniMax,MiniMax M3 · Ollama Max,100.0,21.692,0.0461,0.0691,0.6667,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增21.692亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价（Ollama 标价约为 OpenCode/Command 常见成交价 2×，用本渠道价表）。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1487,minimax-m3,-3.57,Minimax M3,45,MiniMax-M3,,
ollama_max::minimax-m2.7,Ollama Max,subscription,minimax-m2.7,MiniMax M2.7,MiniMax,MiniMax M2.7 · Ollama Max,100.0,43.384,0.02305,0.0691,0.3333,high,full,https://ollama.com/pricing 官方 usage credits 与三段价；https://ollama.com/blog/transparent-pricing；code-subscriptions-round1-2026-09-06.json,新增43.384亿：共享月池 $300 ÷ 统一标准负载加权价；官网三段价。同套餐各模型额度不可相加（共享池按单模型打满）；无面板 token+% 截图，按官方绝对credits+价表,1398,minimax-m2.7,-10.6,Minimax M2.7,,,,
chatgpt_plus::gpt-5.6-terra,ChatGPT Plus,subscription,gpt-5.6-terra,GPT 5.6 Terra,OpenAI,GPT 5.6 Terra · ChatGPT Plus,20.0,12.012,0.01665,0.28,0.0595,medium,full,由同套餐 gpt-5.6-sol 6.16 亿 × 1.95,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(5, 50, 300)；旧倍率2、旧月额度12.32亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",1520,gpt-5.6-terra-xhigh (codex-harness),3.01,GPT 5.6 Terra (xHigh),57,GPT-5.6 Terra (max),60.4201,Codex - GPT-5.6 Terra (max)
chatgpt_plus::gpt-5.6-luna,ChatGPT Plus,subscription,gpt-5.6-luna,GPT 5.6 Luna,OpenAI,GPT 5.6 Luna · ChatGPT Plus,20.0,120.12,0.00167,0.028,0.0596,medium,main,由同套餐 gpt-5.6-sol 6.16 亿 × 19.5,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(0.5, 5, 30)；旧倍率20、旧月额度123.2亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",1519,gpt-5.6-luna-xhigh (codex-harness),2.15,GPT 5.6 Luna (xHigh),52,GPT-5.6 Luna (max),57.1661,Codex - GPT-5.6 Luna (max)
chatgpt_plus::gpt-5.5,ChatGPT Plus,subscription,gpt-5.5,GPT 5.5,OpenAI,GPT 5.5 · ChatGPT Plus,20.0,4.805,0.04163,0.7,0.0595,medium,main,由同套餐 gpt-5.6-sol 6.16 亿 × 0.78,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(12.5, 125, 750)；旧倍率0.8、旧月额度4.928亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",1510,gpt-5.5-xhigh (codex-harness),7.53,GPT 5.5 (xHigh),56,GPT-5.5,61.0333,Codex - GPT-5.5 (xhigh)
chatgpt_pro_5x::gpt-5.6-terra,ChatGPT Pro 5x,subscription,gpt-5.6-terra,GPT 5.6 Terra,OpenAI,GPT 5.6 Terra · ChatGPT Pro 5x,100.0,60.06,0.01665,0.28,0.0595,medium,full,由同套餐 gpt-5.6-sol 30.8 亿 × 1.95,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(5, 50, 300)；旧倍率2、旧月额度61.6亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",1520,gpt-5.6-terra-xhigh (codex-harness),3.01,GPT 5.6 Terra (xHigh),57,GPT-5.6 Terra (max),60.4201,Codex - GPT-5.6 Terra (max)
chatgpt_pro_5x::gpt-5.6-luna,ChatGPT Pro 5x,subscription,gpt-5.6-luna,GPT 5.6 Luna,OpenAI,GPT 5.6 Luna · ChatGPT Pro 5x,100.0,600.6,0.00167,0.028,0.0596,medium,full,由同套餐 gpt-5.6-sol 30.8 亿 × 19.5,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(0.5, 5, 30)；旧倍率20、旧月额度616亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",1519,gpt-5.6-luna-xhigh (codex-harness),2.15,GPT 5.6 Luna (xHigh),52,GPT-5.6 Luna (max),57.1661,Codex - GPT-5.6 Luna (max)
chatgpt_pro_5x::gpt-5.5,ChatGPT Pro 5x,subscription,gpt-5.5,GPT 5.5,OpenAI,GPT 5.5 · ChatGPT Pro 5x,100.0,24.024,0.04163,0.7,0.0595,medium,full,由同套餐 gpt-5.6-sol 30.8 亿 × 0.78,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(12.5, 125, 750)；旧倍率0.8、旧月额度24.64亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",1510,gpt-5.5-xhigh (codex-harness),7.53,GPT 5.5 (xHigh),56,GPT-5.5,61.0333,Codex - GPT-5.5 (xhigh)
chatgpt_pro_20x::gpt-5.6-terra,ChatGPT Pro 20x,subscription,gpt-5.6-terra,GPT 5.6 Terra,OpenAI,GPT 5.6 Terra · ChatGPT Pro 20x,200.0,240.24,0.00833,0.28,0.0298,medium,full,由同套餐 gpt-5.6-sol 123.2 亿 × 1.95,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(5, 50, 300)；旧倍率2、旧月额度246.4亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",1520,gpt-5.6-terra-xhigh (codex-harness),3.01,GPT 5.6 Terra (xHigh),57,GPT-5.6 Terra (max),60.4201,Codex - GPT-5.6 Terra (max)
chatgpt_pro_20x::gpt-5.6-luna,ChatGPT Pro 20x,subscription,gpt-5.6-luna,GPT 5.6 Luna,OpenAI,GPT 5.6 Luna · ChatGPT Pro 20x,200.0,2402.4,0.00083,0.028,0.0296,medium,main,由同套餐 gpt-5.6-sol 123.2 亿 × 19.5,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(0.5, 5, 30)；旧倍率20、旧月额度2464亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",1519,gpt-5.6-luna-xhigh (codex-harness),2.15,GPT 5.6 Luna (xHigh),52,GPT-5.6 Luna (max),57.1661,Codex - GPT-5.6 Luna (max)
chatgpt_pro_20x::gpt-5.5,ChatGPT Pro 20x,subscription,gpt-5.5,GPT 5.5,OpenAI,GPT 5.5 · ChatGPT Pro 20x,200.0,96.096,0.02081,0.7,0.0297,medium,main,由同套餐 gpt-5.6-sol 123.2 亿 × 0.78,"https://learn.chatgpt.com/docs/pricing 三段credits（cache/input/output）Sol=10/100/500，对比(12.5, 125, 750)；旧倍率0.8、旧月额度98.56亿作废；保留Sol基准，按项目统一标准负载重算；见audit-round4-2026-09-05.json",1510,gpt-5.5-xhigh (codex-harness),7.53,GPT 5.5 (xHigh),56,GPT-5.5,61.0333,Codex - GPT-5.5 (xhigh)
claude_pro::claude-sonnet-5,Claude Pro,subscription,claude-sonnet-5,Claude Sonnet 5,Anthropic,Claude Sonnet 5 · Claude Pro,20.0,39.7,0.00504,0.273,0.0185,medium,main,由同套餐 claude-opus-4.8 15.88 亿 × 2.5,标价比 Opus/Sonnet 2.5×,1537,claude-sonnet-5-high,7.51,Claude Sonnet 5 (High),55,Claude Sonnet 5 (max),,
claude_max_20x::claude-sonnet-5,Claude Max 20x (9/14+),subscription,claude-sonnet-5,Claude Sonnet 5,Anthropic,Claude Sonnet 5 · Claude Max 20x (9/14+),200.0,392.5,0.0051,0.273,0.0187,medium,main,由同套餐 claude-opus-5 157.0 亿 × 2.5,旧200亿→392.5亿，low→medium；157×Opus/Sonnet标价比2.5，9/14永久口径派生，非Sonnet实测；claude-adoption-round6-2026-09-06.json,1537,claude-sonnet-5-high,7.51,Claude Sonnet 5 (High),55,Claude Sonnet 5 (max),,
claude_max_20x::claude-opus-4.8,Claude Max 20x (9/14+),subscription,claude-opus-4.8,Claude Opus 4.8,Anthropic,Claude Opus 4.8 · Claude Max 20x (9/14+),200.0,157.0,0.01274,0.6825,0.0187,low,full,由同套餐 claude-opus-5 157.0 亿 × 1.0,旧80亿→157亿；与Opus5同价，9/14永久基准派生；claude-adoption-round6-2026-09-06.json,1563,claude-opus-4-8-high,9.22,Claude Opus 4.8 (High),57.3,Claude Opus 4.8,62.1405,Claude Code - Opus 4.8 (max)
claude_max_20x::claude-fable-5,Claude Max 20x (9/14+),subscription,claude-fable-5,Claude Fable 5,Anthropic,Claude Fable 5 · Claude Max 20x (9/14+),200.0,12.077,0.16561,1.365,0.1213,low,main,由同套餐 claude-opus-5 157.0 亿 × 0.07692307692307693,旧6.152亿→12.077亿；157×0.5/6.5，不再预舍入倍率；订阅内6.5×权重且限周额度50%，9/14永久口径派生；claude-adoption-round6-2026-09-06.json,1629,claude-fable-5,10.61,Claude Fable 5 (High),62,Claude Fable 5 (with fallback),67.1728,Claude Code - Fable 5 (max) (with fallback)
claude_max_5x::claude-sonnet-5,Claude Max 5x (9/14+),subscription,claude-sonnet-5,Claude Sonnet 5,Anthropic,Claude Sonnet 5 · Claude Max 5x (9/14+),100.0,196.25,0.0051,0.273,0.0187,low,full,由同套餐 claude-opus-5 78.5 亿 × 2.5,旧89亿→196.25亿；78.5×标价比2.5，9/14永久口径派生；claude-adoption-round6-2026-09-06.json,1537,claude-sonnet-5-high,7.51,Claude Sonnet 5 (High),55,Claude Sonnet 5 (max),,
claude_max_5x::claude-fable-5,Claude Max 5x (9/14+),subscription,claude-fable-5,Claude Fable 5,Anthropic,Claude Fable 5 · Claude Max 5x (9/14+),100.0,9.235,0.10828,1.365,0.0793,low,full,由同套餐 claude-opus-5 78.5 亿 × 0.11764705882352941,旧4.187亿→9.235亿；78.5×0.5/4.25，不再预舍入倍率；订阅内4.25×权重且限周额度50%，9/14永久口径派生；claude-adoption-round6-2026-09-06.json,1629,claude-fable-5,10.61,Claude Fable 5 (High),62,Claude Fable 5 (with fallback),67.1728,Claude Code - Fable 5 (max) (with fallback)
